Xは | Yという -> ものを | 見た
Xは | Yに -> 構えているなあと | 付ける
Xて | Yに -> 構えているなあと | 付ける
Xで | Yに -> 喰わん -> 顔だと | 云うと
Xが | Yの -> 中央に | 陣取って
Xは | Yな -> 事ばかり | 云う
Xだけに | Yに -> いつけられますよと | 注意する
Xを -> おっしゃるとまた | Yの -> 神さんに | いつけられますよと
Xですわ | Yを -> 持ってる | 訳でもありませんから
X | Yなどを -> なさるのは | 苛いわと
X | Yですわ -> 訳でもありませんから | 苛いわと
X | Yが -> 婦人ですからね | 苛いわと
Xは | Yですわ -> 訳でもありませんから | 苛いわと
Xは | Yが -> 婦人ですからね | 苛いわと
Xでもありませんから | Yが -> 婦人ですからね | 苛いわと
Xに | Yが -> 婦人ですからね | 苛いわと
Xすると | Yの -> 容貌も | 弁護しておく
Xいわと | Yの -> 鼻を | 弁護すると
Xか | Yは -> 婦人じゃない | 愚人だ
Xだろう | Yの -> 車屋くらいに | 心得ているのさ
Xされるには -> 限るよ | Yに -> なって | おかんのが
Xが | Yの -> 不了見さ | そうでしょうと
Xされるには | Yに -> なるに | 限るよ
Xでも | Yに -> なるかも | 知れん
Xなぞは -> 知るまいが | Yと -> 云う -> 人は | した
Xだって | Yで -> 生きられる | ものですかと
Xですかと | Yの -> 寿命を | 予算している
Xは | Yの -> 寿命を | 予算している
Xな | Yへ -> 行って -> 聞いて | 見ろ
Xが | Yや -> 着物を | 着せておくから
Xが | Yの -> 着物を | 着せておくから
Xを -> 着るから -> 出しておけ | Yな -> 御召は | ござんせんわ
Xは | Yの -> 名前を | 聞いてからですよ
Xは | Yに -> 思い出したように | 聞いた
Xは | Y -> 始めて | 聞いた
Xに | Y -> 始めて | 聞いた
Xは | Y -> 始めて | 聞いた
Xは -> 待ってたと -> 云わぬばかりに | Yでねえ -> 生き延びているんだがねと | 見る
Xは -> 待ってたと -> 云わぬばかりに | Yから -> 生き延びているんだがねと | 見る
Xは -> 待ってたと -> 云わぬばかりに | Yと -> 生き延びているんだがねと | 見る
Xは -> 待ってたと -> 云わぬばかりに | Yまで -> 生き延びているんだがねと | 見る
Xです | Yに -> 生きてますがね | 生きてるんじゃ無いです
Xは -> なるが | Yを -> 感じた -> 事は | ないと
Xに -> なるが | Yを -> 感じた -> 事は | ないと
Xは | Yの -> 沙汰だって | 起きてくるんです
Xに -> 至って始めて | Yに -> 入って | 嬉しいと
Xも | Yを -> した -> もんだ | 眠たくていかなんだが
Xだが | Yに -> 至って始めて -> 嬉しいと | 自慢するんです
Xだが | Yに -> 入って -> 嬉しいと | 自慢するんです
Xじゃないのに | Yの -> 力で | 成功したと
Xは | Yの -> 力で | 成功したと
Xには | Yを -> もって | 出るんですがね
X | Yだか -> 分らない | 出るんだね
Xは | Yの -> 方へ | 話しかける
Xだって | Yな -> 事が | ありましてねと
Xを -> 寄こして | Yと -> フロックコートを | 送れと
Xも | Yを -> 見計らって | 注文してくれ
Xじゃないか | Yの -> 伯父たる | ところさ
Xが | Yの -> 伯父たる | ところさ
Xかい | Y -> 白木屋と | 間違えたんだあね
Xだあね | Yを -> 見計ってくれたって | 無理じゃないか
Xは | Yな -> 大きさのを | 買ってくれ
Xは -> 持ち | Yだけは -> 離さなかったと | 見えるね
Xにて -> 持ち | Yだけは -> 離さなかったと | 見えるね
Xを -> 持ち | Yだけは -> 離さなかったと | 見えるね
Xは | Yらしく -> フロックコートにて | 持ち
Xは | Yの -> 鉄扇を | 持ち
Xにて | Yの -> 鉄扇を | 持ち
Xは -> 持ち -> 見えるね | Yへ -> 入れて | 思っているよ
Xは -> 持ち -> 見えるね | Yだけは -> 入れて | 思っているよ
Xにて -> 持ち -> 見えるね | Yへ -> 入れて | 思っているよ
Xにて -> 持ち -> 見えるね | Yだけは -> 入れて | 思っているよ
Xを -> 持ち -> 見えるね | Yへ -> 入れて | 思っているよ
Xを -> 持ち -> 見えるね | Yだけは -> 入れて | 思っているよ
Xだけは -> 離さなかったと -> 見えるね | Yへ -> 入れて | 思っているよ
Xだけは -> 離さなかったと -> 見えるね | Yだけは -> 入れて | 思っているよ
Xも | Yに -> 着られて | 善かった
Xから -> 届いたから | Y -> 手紙が | 添えてあってね
Xが -> 届いたから | Y -> 手紙が | 添えてあってね
X候えども | Yへ御遣わしの -> 上 | 被下度候
Xも | Yに -> 行って | ありがたいと
Xだなと | Yを -> 発見して | 見える
Xだなと | Yの -> 体に | 見える
Xは | Yを -> 発見して | 見える
Xは | Yの -> 体に | 見える
Xして | Yの -> 体に | 見える
Xに | Yの -> 体に | 見える
Xは | Yより -> 御送 -> 可申上候と | あるのさ
Xにて | Yより -> 御送 -> 可申上候と | あるのさ
Xが | Yで -> さあ | ものだから
Xが | Y -> 固まった | ものだから
Xが | Yで -> 固まった | ものだから
Xが | Yか -> 固まった | ものだから
X | Yかに -> こり | 固まった
Xで | Yかに -> こり | 固まった
Xか | Yかに -> こり | 固まった
Xだから | Yの -> 下で | 頂いているんです
Xも | Yの -> 意見に | 同意する
Xは | Yの -> 意見に | 同意する
Xは | Yの -> 女に | 云ったようだぜ
Xは | Yも -> なく | 笑う
Xは | Yくらいに -> なって | さあと
Xに | Yの -> 伯父が | ありゃ
Xも | Yで -> いらっしゃる | 事と
Xより | Yの -> 方が | さあ
X | Y -> 法螺は | 法螺ですよ
X | Yの -> 法螺は | 法螺ですよ
Xは | Y -> あって | 嘘ですぜ
Xは | Yが -> あって | 嘘ですぜ
Xされちゃ | Yの -> 神様も | 立ち至りますからな主人は
Xは | Yに -> なって | 云う
Xと | Yの -> 滑稽趣味と | 混同されちゃ
Xは | Yへ -> 踏み込んだ -> 事は | ない
Xは | Yを -> 踏み込んだ -> 事は | ない
Xとは | Yか -> 見た -> 事は | ない
Xは -> ないので | Yまでが -> 無関係なるのみならず | 冷淡であった
Xは -> ないので | Yには -> 無関係なるのみならず | 冷淡であった
X返も -> ないので | Yまでが -> 無関係なるのみならず | 冷淡であった
X返も -> ないので | Yには -> 無関係なるのみならず | 冷淡であった
Xし | Yの -> 艶美を | 想像しまた
X | Yの -> 訪問を | 受けて
Xしまた | Yを -> 思い浮べて | 見ると
Xのみならず | Yの -> 至りに | 堪えん
Xは | Yの -> 至りに | 堪えん
Xに対して | Yの -> 至りに | 堪えん
Xは | Yに -> せよ | 過ぎる
Xしているのに | Yの -> 方では | しているのは
Xしているのに | Yの -> 紐ばかり | しているのは
Xでは | Yの -> 紐ばかり | しているのは
Xでは | Yに -> 欠けたのさえ | 探偵しているのに
Xでは | Yの -> 欠けたのさえ | 探偵しているのに
Xを | Yの -> 中に | 安置している
Xだから | Yな -> 者では | 者ではない
Xだから | Yに -> 与える -> 便宜は | かろう
Xだから | Yけを -> 与える -> 便宜は | かろう
Xは | Yする -> 先生ばかりと | なる
Xして | Yへ -> 乗り込んで | 偵察してやらなくては
Xだけれど | Yする -> 猫で | している
Xだけれど | Y -> 愚猫とは | している
Xで | Y -> 愚猫とは | している
Xを -> 読んで | Yの -> 上へ | 叩きつける
Xは | Yの -> 先に | 畳み込んである
Xは | Yに -> する -> 血気躁狂の | 沙汰ではない
Xは | Yに -> する -> 血気躁狂の | 沙汰ではない
Xに | Yの -> ために | する
Xは | Yする -> 以上は | ある
Xして | Yの -> 材に | 及ぼして
Xするが | Yの -> ためには | すてる
Xは | Yの -> 迷惑には | 知れんが
Xは -> 知れんが | Yの -> 苦痛とは | 申されない
Xには -> 知れんが | Yの -> 苦痛とは | 申されない
Xへ | Yの -> 印を | 押すくらいな
Xとも -> 云わず -> 出掛けようと | Yの -> 大決心を | 起して
Xを -> 起して | Yまで -> 飛んで | 出たが
Xであるが | Yだけは -> 猫なので | 饒舌れない
Xであるが | Yまでも -> 猫なので | 饒舌れない
Xであるが | Yの -> 言語が | 饒舌れない
Xなので | Yの -> 言語が | 饒舌れない
Xにおいては | Yに -> 劣らざる | つもりであるが
Xは | Yの -> 極度に | 達しているのみならず
Xとして | Yの -> 極度に | 達しているのみならず
Xよく -> 忍び込んで | Yの -> 情勢を | 見届けた
Xへ -> 忍び込んで | Yの -> 情勢を | 見届けた
Xで | Yに -> 教えてやる -> 訳に | 行かない
Xは | Yと -> 上り口で | 見た
Xだ | Yと -> 上り口で | 見た
Xは | Y -> 通り過ぎたように | 残り惜しい
Xは | Yへ -> 通り過ぎたように | 残り惜しい
Xも | Yが -> あれば | 格別だが
Xも | Yに -> あれば | 格別だが
Xだが | Y -> ためなら | 本懐であろう
Xだが | Yの -> ためなら | 本懐であろう
Xだけに | Yの -> 術は | 達者である
Xで | Yの -> 舌頭に | 交換する
Xで | Yの -> 思想を | 交換する
Xに | Yの -> 思想を | 交換する
Xでも | Yの -> 内幕を | 知るのは
Xは | Yも -> 知らぬより | 愉快である
Xへ -> 来て -> 見ると | Yの -> 西洋館が | 占領している
Xを -> 這入って | Yを -> 眺めて | 見たが
Xだろうと | Yを -> 威圧しようと | 構造であった
Xだろうと | Yも -> ない | 構造であった
Xしようと | Yも -> ない | 構造であった
Xに | Yも -> ない | 構造であった
Xを -> 見て | Yを -> 通り抜けて | 廻る
Xに -> 見て | Yを -> 通り抜けて | 廻る
Xは -> 広い | Yの -> 十倍は | ある
Xに | Yの -> 神さんが | 立ちながら
Xに -> 立ちながら | Y焚きと -> 車夫を | 弁じている
Xが -> 立ちながら | Y焚きと -> 車夫を | 弁じている
Xは | Yの -> 裏へ | かくれる
Xだと | Yの -> 裏へ | かくれる
Xあ | Yの -> 名を | 知らないのかねと
Xで -> 知らなけりゃ | Yも -> 耳も | ねえ
Xを -> 知らなけりゃ | Yも -> 耳も | ねえ
Xで | Yの -> 御屋敷を | 知らなけりゃ
Xか | Yも -> ねえ | 片輪だあな
Xと -> 来たら | Yより -> 知らない | 変人なんだからねえ
Xと -> 来たら | Yに -> 知らない | 変人なんだからねえ
Xと -> 来たら | Yにも -> 知らない | 変人なんだからねえ
Xだよ | Yさえ -> 知らないんだ | ものと
Xばかりじゃない | Yから -> して | 高慢ちきじゃないか
Xだけ -> 聞かして | Yの -> 邪魔を | した
Xでも | Yで -> 行って | いってやるんだね
Xでも | Yへ -> 行って | いってやるんだね
Xで | Yの -> 傍へ | 行って
Xは | Yを -> 引き受けると -> 云う -> 意味を | 示す
Xだね -> 恐れ入るよ | Yに -> じらしてやれって | なすったぜ
Xだね -> 恐れ入るよ | Y -> 言い付けておいで | なすったぜ
Xだね -> 恐れ入るよ | Yが -> 言い付けておいで | なすったぜ
Xに -> じらしてやれって | Y -> 言い付けておいで | なすったぜ
Xに -> じらしてやれって | Yが -> 言い付けておいで | なすったぜ
Xが | Yを -> 冷やかしに | 来るなと
Xが -> 来るなと | Yの -> 横を | 這入る
Xは | Y無き -> がごと | し
Xは -> し | Yを -> 歩いても | ない
Xは -> し | Yの -> した試しが | ない
Xと -> し | Yを -> 歩いても | ない
Xと -> し | Yの -> した試しが | ない
Xを -> 歩いても | Yの -> した試しが | ない
Xを | Yの -> ほかに | 自知するがごとし
Xも | Yも -> 御嬢さまも | ない
Xも | Yも -> 鼻子夫人も | ない
Xも | Yの -> 旦那様も | ない
Xも | Yも -> 鼻子夫人も | ない
Xも | Yの -> 旦那様も | ない
Xも | Yの -> 旦那様も | ない
Xって | Yを -> 立てて | 帰るのみである
Xは | Yに -> 掛けては | 堪能である
Xには | Yの -> 明珠が | あると
Xには | Yの -> 妙薬が | 詰め込んである
Xは | Yの -> 妙薬が | 詰め込んである
Xするくらいは | Yが -> 踏み潰すよりも | 容易である
Xするくらいは | Yを -> 踏み潰すよりも | 容易である
Xを | Yの -> 知らぬ -> 間に | 横行するくらいは
